,name,description,id
2435,Weekender Holdall,"Black Weekender Holdall from Troubadour featuring top handles, a top zip fastening, a main internal compartment and a detachable and adjustable shoulder strap. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2436,Equipage bag,"Founded in 2000 by Francesca and Alessandro Gallo, Italian label Golden Goose focuses on creating laid back ready-to-wear with a fashion slant. Produced in black leather, this Equipage bag from Golden Goose features top handles, a top zip fastening, a hanging leather tag and an internal zipped pocket.",55
2437,'Vittos Cano' luggage bag,Black leather 'Vittos Cano' luggage bag from Mars猫ll.,55
2438,medium duffle bag,Otter green cotton medium duffle bag from Filson. This item is unisex.,55
2439,Weekender holdall,Black calf leather Weekender holdall from Cornelian Taurus By Daisuke Iwanaga. This item is unisex.,55
2440,Weekender holdall,Black calf leather Weekender holdall from Cornelian Taurus By Daisuke Iwanaga. This item is unisex.,55
2441,Filson duffle bag,Tan cotton Filson duffle bag from Filson. This item is unisex.,55
2442,Gucci Signature leather duffle,A large duffle with secure double zip and key lock closure. Equipped with durable leather handles and an adjustable shoulder strap. Made in heat debossed Gucci Signature leather resulting in a defined print with a firm texture. Black Gucci Signature leather with black leather trims. Palladium toned hardware. Gucci trademark leather tag detail. Lock with detachable leather key holder. Detachable ID tag. Protective metal feet. Interior zipper and smartphone pockets. Double leather handles. Detachable and adjustable nylon strap with 17.5鈥?drop and leather shoulder pad. Double zipper closure. Large size: 20.5鈥漌 x 11鈥滺 x 10.5鈥滵. Microfiber lining with a suede-like finish. Made in Italy.,55
2443,Equipage bag,"Founded in 2000 by Francesca and Alessandro Gallo, Italian label Golden Goose focuses on creating laid back ready-to-wear with a fashion slant. Produced in black leather, this Equipage bag from Golden Goose features top handles, a top zip fastening, a hanging leather tag and an internal zipped pocket.",55
2444,Weekender Holdall,"Black Weekender Holdall from Troubadour featuring top handles, a top zip fastening, a main internal compartment and a detachable and adjustable shoulder strap. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2445,Fabric + Leather Weekender,"Navy blue Fabric + Leather Weekender from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2446,Weekender Holdall,"Black Weekender Holdall from Troubadour featuring top handles, a top zip fastening, a main internal compartment and a detachable and adjustable shoulder strap. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2447,Fabric + Leather Weekender,"Navy blue Fabric + Leather Weekender from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2448,Fabric + Leather Weekender,"Navy blue Fabric + Leather Weekender from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
